identity,composite,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,personId,mistral_prediction,is_parent_category,mistral_confidence,mistral_parent_category
4574.2,"""Wu, Han, 1909- 吳晗, 1909-"" had the role of ""Contributor"" in relation to the work ""Da du cao ju ji: Poisonous weed; 大毒草劇集: Poisonous weed"", which has the following provision information: ""Xianggang; 香港: Zhongguo wen hua zhong xin, 中國文化中心, [1977?], [1977?]"". This work is about: ""Chinese drama--20th century"". It is further related to the work ""Hai rui ba guan"".","7001 $6880-04$aWu, Han,$d1909-$tHai rui ba guan. 8801 $6700-04$a吳晗,$d1909-$t海瑞罷官.","Wu, Han, 1909- 吳晗, 1909-",Contributor,Da du cao ju ji: Poisonous weed; 大毒草劇集: Poisonous weed,"Wu Han, Tian Han, Guo Zhibing deng bian 吳晗, 田漢, 郭志冰等編","Xianggang; 香港: Zhongguo wen hua zhong xin, 中國文化中心, [1977?], [1977?]",Chinese drama--20th century,,Hai rui ba guan,2957451,2957451#Agent700-18,Literature and Narrative Arts,False,0.9993982315063477,"Arts, Culture, and Creative Expression"
4574.2,"""Wu, Han, 1909- 吳晗, 1909-"" had the role of ""Contributor"" in relation to the work ""Fang Su yin xiang; 訪蘇印象"", which has the following provision information: ""[Peking]: Xin hua shu dian fa xing, 1950 [Peking]: 新華書店發行, 1950"". This work is about: ""Soviet Union--Description and travel"".","7001 $6880-05$aWu, Han,$d1909- 8801 $6700-05/$1$a吳晗,$d1909-","Wu, Han, 1909- 吳晗, 1909-",Contributor,Fang Su yin xiang; 訪蘇印象,"Ding Ling, Wu Han deng zhu ; Zhong Su you hao xie hui zong hui bian 丁玲, 吳晗等著 ; 中蘇友好協會總會編","[Peking]: Xin hua shu dian fa xing, 1950 [Peking]: 新華書店發行, 1950",Soviet Union--Description and travel,,,2204372,2204372#Agent700-20,Literature and Narrative Arts,False,0.9999300241470337,"Arts, Culture, and Creative Expression"
4574.2,"""Wu, Han, 1909-"" had the role of ""Subject"" in relation to the work ""Ping Yao Wenyuan ""Ping xin bian li shi ju 'Hai Rui ba guan'""; 评姚文元《评新编历史剧<海瑞罢官>》"", which has the following provision information: ""Shanghai; 上海: Shanghai ren min chu ban she, 上海人民出版社, Xin hua shu dian Shanghai fa xing suo fa xing, 新華書店上海发行所发行, 1979, 1979 Di 1 ban 第1版"". This work is about: ""Wu, Han, 1909- Hai Rui ba guan; Hai, Rui, 1514-1587--Drama"".","60010$aWu, Han,$d1909-$tHai Rui ba guan.","Wu, Han, 1909-",Subject,"Ping Yao Wenyuan ""Ping xin bian li shi ju 'Hai Rui ba guan'""; 评姚文元《评新编历史剧<海瑞罢官>》",Su Shuangbi 苏双碧,"Shanghai; 上海: Shanghai ren min chu ban she, 上海人民出版社, Xin hua shu dian Shanghai fa xing suo fa xing, 新華書店上海发行所发行, 1979, 1979 Di 1 ban 第1版","Wu, Han, 1909- Hai Rui ba guan; Hai, Rui, 1514-1587--Drama",,,2958200,2958200#Agent600-19,Literature and Narrative Arts,False,0.9998941421508789,"Arts, Culture, and Creative Expression"
4574.2,"""Wu, Han, 1909- Wu, Han, 1909-"" had the role of ""Subject"" in relation to the work ""Jin Ping Mei; 金瓶梅"", which has the following provision information: ""Xingzhou: Xingzhou shi jie shu ju, 1978 星洲: 星洲世界書局, 1978"". This work is about: ""Wu, Han, 1909- Jin Ping Mei yu Wang shizhen. 1978; Wu, Han, 1909- 金瓶梅與王世真. 1978"".","60010$6880-05$aWu, Han,$d1909-$tJin Ping Mei yu Wang shizhen.$f1978. 88010$6600-05/$1$aWu, Han,$d1909-$t金瓶梅與王世真.$f1978.","Wu, Han, 1909- Wu, Han, 1909-",Subject,Jin Ping Mei; 金瓶梅,[Xiaoxiaosheng] [笑笑生],"Xingzhou: Xingzhou shi jie shu ju, 1978 星洲: 星洲世界書局, 1978","Wu, Han, 1909- Jin Ping Mei yu Wang shizhen. 1978; Wu, Han, 1909- 金瓶梅與王世真. 1978",,,2103845,2103845#Agent600-21,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
4576.1,"""Allen, William"" had the role of ""Contributor"" in relation to the work ""Dēmosthenous Logoi dēmēgorikoi dōdeka: Demosthenis Orationes de republica duodecim"", which has the following provision information: ""Oxonii [Oxford, England]: Typis et sumtu N. Bliss, 1810 Ed. nova."".","7001 $aAllen, William.","Allen, William",Contributor,Dēmosthenous Logoi dēmēgorikoi dōdeka: Demosthenis Orationes de republica duodecim,"cum Wolfiana interpretatione ; accessit Philippi epistola, a Gulielmo Allen, A.M.","Oxonii [Oxford, England]: Typis et sumtu N. Bliss, 1810 Ed. nova.",,,,2117946,2117946#Agent700-25,Literature and Narrative Arts,False,0.8505801558494568,"Humanities, Thought, and Interpretation"
4576.5,"""Allen, William"" had the role of ""Contributor"" in relation to the work ""The great New Jersey meteor of November 15, 1859"", which has the following provision information: ""[n.p.]: [1859?]"". This work is about: ""Meteors--November"".","1001 $aAllen, William.","Allen, William",Contributor,"The great New Jersey meteor of November 15, 1859",,[n.p.]: [1859?],Meteors--November,,,1980688,1980688#Agent100-11,Natural Sciences,False,0.9965587258338928,"Sciences, Research, and Discovery"
9.0,"""Schubert, Franz, 1797-1828"" had the role of ""Contributor"" in relation to the work ""Piano sonatas: D 557, D 575, D 894"", which has the following provision information: ""New York, N.Y.: London, p1994"". This work is about: ""Sonatas (Piano)"". Its form or genre is: ""Sonatas"".","1001 $aSchubert, Franz,$d1797-1828.","Schubert, Franz, 1797-1828",Contributor,"Piano sonatas: D 557, D 575, D 894",Schubert,"New York, N.Y.: London, p1994",Sonatas (Piano),Sonatas,,4127525,4127525#Agent100-17,"Music, Sound, and Sonic Arts",False,0.9999982118606567,"Arts, Culture, and Creative Expression"
9.0,"""Schubert, Franz, 1797-1828"" had the role of ""Contributor"" in relation to the work ""Piano sonatas: D 557, D 575, D 894"", which has the following provision information: ""New York, N.Y.: London, p1994"". This work is about: ""Sonatas (Piano)"". Its form or genre is: ""Sonatas"". It is further related to the work ""Sonatas, piano, D. 557, A♭ major"".","70012$aSchubert, Franz,$d1797-1828.$tSonatas,$mpiano,$nD. 557,$rA♭ major.","Schubert, Franz, 1797-1828",Contributor,"Piano sonatas: D 557, D 575, D 894",Schubert,"New York, N.Y.: London, p1994",Sonatas (Piano),Sonatas,"Sonatas, piano, D. 557, A♭ major",4127525,4127525#Agent700-30,"Music, Sound, and Sonic Arts",False,0.9999986886978149,"Arts, Culture, and Creative Expression"
9.0,"""Schubert, Franz, 1797-1828"" had the role of ""Contributor"" in relation to the work ""Piano sonatas: D 557, D 575, D 894"", which has the following provision information: ""New York, N.Y.: London, p1994"". This work is about: ""Sonatas (Piano)"". Its form or genre is: ""Sonatas"". It is further related to the work ""Sonatas, piano, D. 575, B major"".","70012$aSchubert, Franz,$d1797-1828.$tSonatas,$mpiano,$nD. 575,$rB major.","Schubert, Franz, 1797-1828",Contributor,"Piano sonatas: D 557, D 575, D 894",Schubert,"New York, N.Y.: London, p1994",Sonatas (Piano),Sonatas,"Sonatas, piano, D. 575, B major",4127525,4127525#Agent700-31,"Music, Sound, and Sonic Arts",False,0.9999986886978149,"Arts, Culture, and Creative Expression"
9.0,"""Schubert, Franz, 1797-1828"" had the role of ""Contributor"" in relation to the work ""Piano sonatas: D 557, D 575, D 894"", which has the following provision information: ""New York, N.Y.: London, p1994"". This work is about: ""Sonatas (Piano)"". Its form or genre is: ""Sonatas"". It is further related to the work ""Sonatas, piano, D. 894, G major"".","70012$aSchubert, Franz,$d1797-1828.$tSonatas,$mpiano,$nD. 894,$rG major.","Schubert, Franz, 1797-1828",Contributor,"Piano sonatas: D 557, D 575, D 894",Schubert,"New York, N.Y.: London, p1994",Sonatas (Piano),Sonatas,"Sonatas, piano, D. 894, G major",4127525,4127525#Agent700-32,"Music, Sound, and Sonic Arts",False,0.9999986886978149,"Arts, Culture, and Creative Expression"
9.0,"""Schubert, Franz, 1797-1828"" had the role of ""Contributor"" in relation to the work ""Piano sonatas: D 557, D 575, D 894"", which has the following provision information: ""New York, N.Y.: London, p1994"". This work is about: ""Sonatas (Piano)"". Its form or genre is: ""Sonatas"". It is further related to the work ""Sonatas, piano. Selections"".","1001 $aSchubert, Franz,$d1797-1828.","Schubert, Franz, 1797-1828",Contributor,"Piano sonatas: D 557, D 575, D 894",Schubert,"New York, N.Y.: London, p1994",Sonatas (Piano),Sonatas,"Sonatas, piano. Selections",4127525,4127525#Hub240-18-Agent,"Music, Sound, and Sonic Arts",False,0.9999984502792358,"Arts, Culture, and Creative Expression"
49.0,"""Wesley, John, 1703-1791"" had the role of ""Subject"" in relation to the work ""John Wesley and the Methodist societies"", which has the following provision information: ""London: Epworth Press, [1937] [2d ed.]"". This work is about: ""Methodism--History"".","60010$aWesley, John,$d1703-1791.","Wesley, John, 1703-1791",Subject,John Wesley and the Methodist societies,by John S. Simon,"London: Epworth Press, [1937] [2d ed.]",Methodism--History,,,3649487,3649487#Agent600-17,"Religion, Theology, and Spirituality",False,0.9999996423721313,"Humanities, Thought, and Interpretation"
54.0,"""Strauss, Richard, 1864-1949"" had the role of ""Contributor"" in relation to the work ""Variationen über 's Deandl is harb auf mi: für Streichtrio = for string trio : 1882"", which has the following provision information: ""Mainz; New York: Schott, c1995"". This work is about: ""Variations (String trio)--Scores and parts"".","1001 $aStrauss, Richard,$d1864-1949.","Strauss, Richard, 1864-1949",Contributor,Variationen über 's Deandl is harb auf mi: für Streichtrio = for string trio : 1882,Richard Strauss,"Mainz; New York: Schott, c1995",Variations (String trio)--Scores and parts,,,4004800,4004800#Agent100-14,"Music, Sound, and Sonic Arts",False,0.9999994039535522,"Arts, Culture, and Creative Expression"
54.0,"""Strauss, Richard, 1864-1949"" had the role of ""Contributor"" in relation to the work ""Variationen über 's Deandl is harb auf mi: für Streichtrio = for string trio : 1882"", which has the following provision information: ""Mainz; New York: Schott, c1995"". This work is about: ""Variations (String trio)--Scores and parts"". It is further related to the work ""Variationen über ""Das Dirndl is harb auf mi"""".","1001 $aStrauss, Richard,$d1864-1949.","Strauss, Richard, 1864-1949",Contributor,Variationen über 's Deandl is harb auf mi: für Streichtrio = for string trio : 1882,Richard Strauss,"Mainz; New York: Schott, c1995",Variations (String trio)--Scores and parts,,"Variationen über ""Das Dirndl is harb auf mi""",4004800,4004800#Hub240-15-Agent,"Music, Sound, and Sonic Arts",False,0.9999994039535522,"Arts, Culture, and Creative Expression"
58.0,"""Laughlin, James, 1914-1997"" had the role of ""Subject"" in relation to the work ""Kenneth Rexroth and James Laughlin: selected letters"", which has the following provision information: ""New York: W.W. Norton, ©1991 1st ed."". This work is about: ""Rexroth, Kenneth, 1905-1982--Correspondence; Laughlin, James, 1914-1997--Correspondence; Poets, American--20th century--Correspondence; Publishers and publishing--United States--Correspondence; Authors and publishers--United States--History--20th century; Rexroth, Kenneth, 1905-1982; Authors and publishers; Poets, American; Publishers and publishing; United States; 1900-1999; Knabb, Ken--Ownership"". Its form or genre is: ""Biographies; personal correspondence; History; Personal correspondence"".","60010$aLaughlin, James,$d1914-1997","Laughlin, James, 1914-1997",Subject,Kenneth Rexroth and James Laughlin: selected letters,edited by Lee Bartlett,"New York: W.W. Norton, ©1991 1st ed.","Rexroth, Kenneth, 1905-1982--Correspondence; Laughlin, James, 1914-1997--Correspondence; Poets, American--20th century--Correspondence; Publishers and publishing--United States--Correspondence; Authors and publishers--United States--History--20th century; Rexroth, Kenneth, 1905-1982; Authors and publishers; Poets, American; Publishers and publishing; United States; 1900-1999; Knabb, Ken--Ownership",Biographies; personal correspondence; History; Personal correspondence,,3185229,3185229#Agent600-31,Literature and Narrative Arts,False,0.9699875116348267,"Arts, Culture, and Creative Expression"
58.0,"""Laughlin, James, 1914-1997"" had the role of ""Contributor"" in relation to the work ""Kenneth Rexroth and James Laughlin: selected letters"", which has the following provision information: ""New York: W.W. Norton, ©1991 1st ed."". This work is about: ""Rexroth, Kenneth, 1905-1982--Correspondence; Laughlin, James, 1914-1997--Correspondence; Poets, American--20th century--Correspondence; Publishers and publishing--United States--Correspondence; Authors and publishers--United States--History--20th century; Laughlin, James, 1914-1997; Rexroth, Kenneth, 1905-1982; Authors and publishers; Poets, American; Publishers and publishing; United States; 1900-1999; Knabb, Ken--Ownership"". Its form or genre is: ""Biographies; personal correspondence; History; Personal correspondence"". It is further related to the work ""Correspondence. Selections."".","70012$aLaughlin, James,$d1914-1997.$tCorrespondence.$kSelections.","Laughlin, James, 1914-1997",Contributor,Kenneth Rexroth and James Laughlin: selected letters,edited by Lee Bartlett,"New York: W.W. Norton, ©1991 1st ed.","Rexroth, Kenneth, 1905-1982--Correspondence; Laughlin, James, 1914-1997--Correspondence; Poets, American--20th century--Correspondence; Publishers and publishing--United States--Correspondence; Authors and publishers--United States--History--20th century; Laughlin, James, 1914-1997; Rexroth, Kenneth, 1905-1982; Authors and publishers; Poets, American; Publishers and publishing; United States; 1900-1999; Knabb, Ken--Ownership",Biographies; personal correspondence; History; Personal correspondence,Correspondence. Selections.,3185229,3185229#Agent700-48,Literature and Narrative Arts,False,0.9606680274009705,"Arts, Culture, and Creative Expression"
58.0,"""Laughlin, James, 1914-1997"" had the role of ""Subject"" in relation to the work ""Tiger's eye records"". This work is about: ""Albers, Josef; Abel, Lionel; Aiken, Conrad, 1889-1973; Arp, Jean, 1887-1966; Barnard, Mary; Barrault, Jean-Louis, 1910-1994; Bataille, Georges, 1897-1962; Borges, Jorge Luis, 1899-1986; Brooks, Van Wyck, 1886-1963; Char, René, 1907-1988; Crews, Judson; Cummings, E. E. (Edward Estlin), 1894-1962; Dodson, Owen, 1914-1983; Eberhart, Richard, 1904-2005; Eliot, T. S. (Thomas Stearns), 1888-1965; Ernst, Max, 1891-1976; Fitts, Dudley, 1903-1968; Ford, Charles Henri; Garrigue, Jean, 1912-1972; Genet, Jean, 1910-1986; Gregory, Horace, 1898-1982; Hays, H. R. (Hoffman Reynolds), 1904-1980; MacIver, Loren, 1909-1998; Moore, Marianne, 1887-1972; Moss, Stanley; Neruda, Pablo, 1904-1973; Nin, Anaïs, 1903-1977; Pasternak, Boris Leonidovich, 1890-1960; Prévert, Jacques, 1900-1977; Queneau, Raymond, 1903-1976; Rexroth, Kenneth, 1905-1982; Roethke, Theodore, 1908-1963; Roskolenko, Harry; Seligmann, Kurt, 1900-1962; Stamos, Theodoros, 1922-1997; Tyler, Parker; Stephan, John Walter, 1906-1995; Stephan, Ruth, 1910-1974; Vazakas, Byron; Weber, Brom, 1917-1998; Wilbur, Richard, 1921-2017; Williams, William Carlos, 1883-1963; Wright, Richard, 1908-1960; Young, Marguerite, 1908-1995; Tiger's Eye; Tiger's eye; Art--Periodicals; Authors and publishers--United States; Editors--United States; Literature--Periodicals; Little magazines--Archives; Periodicals--Publishing--United States; Editors"".","60010$aLaughlin, James,$d1914-1997.$0http://id.loc.gov/authorities/names/n83177320","Laughlin, James, 1914-1997",Subject,Tiger's eye records,,,"Albers, Josef; Abel, Lionel; Aiken, Conrad, 1889-1973; Arp, Jean, 1887-1966; Barnard, Mary; Barrault, Jean-Louis, 1910-1994; Bataille, Georges, 1897-1962; Borges, Jorge Luis, 1899-1986; Brooks, Van Wyck, 1886-1963; Char, René, 1907-1988; Crews, Judson; Cummings, E. E. (Edward Estlin), 1894-1962; Dodson, Owen, 1914-1983; Eberhart, Richard, 1904-2005; Eliot, T. S. (Thomas Stearns), 1888-1965; Ernst, Max, 1891-1976; Fitts, Dudley, 1903-1968; Ford, Charles Henri; Garrigue, Jean, 1912-1972; Genet, Jean, 1910-1986; Gregory, Horace, 1898-1982; Hays, H. R. (Hoffman Reynolds), 1904-1980; MacIver, Loren, 1909-1998; Moore, Marianne, 1887-1972; Moss, Stanley; Neruda, Pablo, 1904-1973; Nin, Anaïs, 1903-1977; Pasternak, Boris Leonidovich, 1890-1960; Prévert, Jacques, 1900-1977; Queneau, Raymond, 1903-1976; Rexroth, Kenneth, 1905-1982; Roethke, Theodore, 1908-1963; Roskolenko, Harry; Seligmann, Kurt, 1900-1962; Stamos, Theodoros, 1922-1997; Tyler, Parker; Stephan, John Walter, 1906-1995; Stephan, Ruth, 1910-1974; Vazakas, Byron; Weber, Brom, 1917-1998; Wilbur, Richard, 1921-2017; Williams, William Carlos, 1883-1963; Wright, Richard, 1908-1960; Young, Marguerite, 1908-1995; Tiger's Eye; Tiger's eye; Art--Periodicals; Authors and publishers--United States; Editors--United States; Literature--Periodicals; Little magazines--Archives; Periodicals--Publishing--United States; Editors",,,3831065,3831065-101d51ea-d399-4334-aa63-47b8316add8c#http://id.loc.gov/rwo/agents/n83177320,Literature and Narrative Arts,False,0.9873676300048828,"Arts, Culture, and Creative Expression"
58.0,"""Laughlin, James, 1914-1997"" had the role of ""Contributor"" in relation to the work ""Delmore Schwartz and James Laughlin: selected letters"", which has the following provision information: ""New York: W.W. Norton, [1993?]"". This work is about: ""Schwartz, Delmore, 1913-1966--Correspondence; Laughlin, James, 1914-1997--Correspondence; Poets, American--20th century--Correspondence"". Its form or genre is: ""Biographies"".","7001 $aLaughlin, James,$d1914-1997.","Laughlin, James, 1914-1997",Contributor,Delmore Schwartz and James Laughlin: selected letters,edited by Robert Phillips,"New York: W.W. Norton, [1993?]","Schwartz, Delmore, 1913-1966--Correspondence; Laughlin, James, 1914-1997--Correspondence; Poets, American--20th century--Correspondence",Biographies,,3501253,3501253#Agent700-24,Literature and Narrative Arts,False,0.9999951124191284,"Arts, Culture, and Creative Expression"
58.0,"""Laughlin, James, 1914-1997"" had the role of ""Subject"" in relation to the work ""Delmore Schwartz and James Laughlin: selected letters"", which has the following provision information: ""New York: W.W. Norton, [1993?]"". This work is about: ""Schwartz, Delmore, 1913-1966--Correspondence; Laughlin, James, 1914-1997--Correspondence; Poets, American--20th century--Correspondence"". Its form or genre is: ""Biographies"".","60010$aLaughlin, James,$d1914-1997","Laughlin, James, 1914-1997",Subject,Delmore Schwartz and James Laughlin: selected letters,edited by Robert Phillips,"New York: W.W. Norton, [1993?]","Schwartz, Delmore, 1913-1966--Correspondence; Laughlin, James, 1914-1997--Correspondence; Poets, American--20th century--Correspondence",Biographies,,3501253,3501253#Agent600-22,Literature and Narrative Arts,False,0.9999949932098389,"Arts, Culture, and Creative Expression"
59.0,"""Joyce, James, 1882-1941"" had the role of ""Subject"" in relation to the work ""James Joyce: Genie im Patriarchat"", which has the following provision information: ""Stuttgart: Metzler, c1992"". This work is about: ""Joyce, James, 1882-1941--Family; Joyce, James, 1882-1941--Psychology"".","60010$aJoyce, James,$d1882-1941","Joyce, James, 1882-1941",Subject,James Joyce: Genie im Patriarchat,by Udo Loll,"Stuttgart: Metzler, c1992","Joyce, James, 1882-1941--Family; Joyce, James, 1882-1941--Psychology",,,3440173,3440173#Agent600-14,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
59.0,"""Joyce, James, 1882-1941"" had the role of ""Subject"" in relation to the work ""James Joyce: Genie im Patriarchat"", which has the following provision information: ""Stuttgart: Metzler, c1992"". This work is about: ""Joyce, James, 1882-1941--Family; Joyce, James, 1882-1941--Psychology"".","60010$aJoyce, James,$d1882-1941","Joyce, James, 1882-1941",Subject,James Joyce: Genie im Patriarchat,by Udo Loll,"Stuttgart: Metzler, c1992","Joyce, James, 1882-1941--Family; Joyce, James, 1882-1941--Psychology",,,3440173,3440173#Agent600-15,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
82.0,"""Rowlandson, Thomas, 1756-1827"" had the role of ""Contributor"" in relation to the work ""Rowlandson : watercolours and drawings"", which has the following provision information: ""London: Phaidon Press Limited, 1972 New York: Distributed by Praeger Publishers"". This work is about: ""Rowlandson, Thomas, 1756-1827; Rowlandson, Thomas"". Its form or genre is: ""Biographies"".","7001 $aRowlandson, Thomas,$d1756-1827.$0http://id.loc.gov/authorities/names/n50022330","Rowlandson, Thomas, 1756-1827",Contributor,Rowlandson : watercolours and drawings,[by] John Hayes,"London: Phaidon Press Limited, 1972 New York: Distributed by Praeger Publishers","Rowlandson, Thomas, 1756-1827; Rowlandson, Thomas",Biographies,,3611491,3611491-12cf28dc-8623-47ed-9b77-bc25603eff6e#http://id.loc.gov/rwo/agents/n50022330,Visual Arts and Design,False,0.9999954700469971,"Arts, Culture, and Creative Expression"
82.0,"""Rowlandson, Thomas, 1756-1827"" had the role of ""Subject"" in relation to the work ""Rowlandson : watercolours and drawings"", which has the following provision information: ""London: Phaidon Press Limited, 1972 New York: Distributed by Praeger Publishers"". This work is about: ""Rowlandson, Thomas"". Its form or genre is: ""Biographies"".","60010$aRowlandson, Thomas,$d1756-1827.$0http://id.loc.gov/authorities/names/n50022330","Rowlandson, Thomas, 1756-1827",Subject,Rowlandson : watercolours and drawings,[by] John Hayes,"London: Phaidon Press Limited, 1972 New York: Distributed by Praeger Publishers","Rowlandson, Thomas",Biographies,,3611491,3611491-5d027d47-99c6-4f09-b615-a475bcd73d85#http://id.loc.gov/rwo/agents/n50022330,Visual Arts and Design,False,0.9999924898147583,"Arts, Culture, and Creative Expression"
82.0,"""Rowlandson, Thomas, 1756-1827"" had the role of ""Subject"" in relation to the work ""Rowlandson : watercolours and drawings"", which has the following provision information: ""London: Phaidon Press Limited, 1972 New York: Distributed by Praeger Publishers"". This work is about: ""Rowlandson, Thomas"". Its form or genre is: ""Biographies"".","60014$aRowlandson, Thomas,$d1756-1827.","Rowlandson, Thomas, 1756-1827",Subject,Rowlandson : watercolours and drawings,[by] John Hayes,"London: Phaidon Press Limited, 1972 New York: Distributed by Praeger Publishers","Rowlandson, Thomas",Biographies,,3611491,3611491#Agent600-36,Visual Arts and Design,False,0.9999924898147583,"Arts, Culture, and Creative Expression"
114.0,"""Newman, John Henry, 1801-1890"" had the role of ""Contributor"" in relation to the work ""The via media of the Anglican church illustrated in lectures, letters and tracts written between 1830 and 1841"", which has the following provision information: ""London: B. M. Pickering, 1877"". This work is about: ""Church of England--Doctrinal and controversial works; Catholic Church--Controversial literature; Catholic Church--Doctrines"".","1001 $aNewman, John Henry,$d1801-1890.","Newman, John Henry, 1801-1890",Contributor,"The via media of the Anglican church illustrated in lectures, letters and tracts written between 1830 and 1841",With preface and notes,"London: B. M. Pickering, 1877",Church of England--Doctrinal and controversial works; Catholic Church--Controversial literature; Catholic Church--Doctrines,,,3114926,3114926#Agent100-12,"Religion, Theology, and Spirituality",False,0.9999998807907104,"Humanities, Thought, and Interpretation"
114.0,"""Newman, John Henry, 1801-1890"" had the role of ""Subject"" in relation to the work ""From Bossuet to Newman: the idea of doctrinal development"", which has the following provision information: ""Cambridge [England]: University Press, 1957"". This work is about: ""Dogma, Development of--History; Catholic Church--Doctrines--History; Newman, John Henry, 1801-1890. Essay on the development of Christian doctrine; Bossuet, Jacques Bénigne, 1627-1704"".","60010$aNewman, John Henry,$d1801-1890.$tEssay on the development of Christian doctrine.","Newman, John Henry, 1801-1890",Subject,From Bossuet to Newman: the idea of doctrinal development,Owen Chadwick,"Cambridge [England]: University Press, 1957","Dogma, Development of--History; Catholic Church--Doctrines--History; Newman, John Henry, 1801-1890. Essay on the development of Christian doctrine; Bossuet, Jacques Bénigne, 1627-1704",,,3752010,3752010#Agent600-21,"Religion, Theology, and Spirituality",False,0.9999992847442627,"Humanities, Thought, and Interpretation"
114.0,"""Newman, John Henry, 1801-1890"" had the role of ""Contributor"" in relation to the work ""A library of Fathers of the Holy Catholic Church, anterior to the division of the East and West"", which has the following provision information: ""Oxford: J. H. Parker, 1839-1874"". This work is about: ""Christian literature, Early; Theology--Early works to 1800; Theology--History--Early church, ca. 30-600"".","7001 $aNewman, John Henry,$d1801-1890.","Newman, John Henry, 1801-1890",Contributor,"A library of Fathers of the Holy Catholic Church, anterior to the division of the East and West",translated by members of the English Church,"Oxford: J. H. Parker, 1839-1874","Christian literature, Early; Theology--Early works to 1800; Theology--History--Early church, ca. 30-600",,,3106646,3106646#Agent700-22,"Religion, Theology, and Spirituality",False,0.9999992847442627,"Humanities, Thought, and Interpretation"
115.1,"""Hogarth, William"" had the role of ""Contributor"" in relation to the work ""Missions a natural growth from Christianity: a sermon delivered before the Foreign Missionary Society of New-York and Brooklyn, April 6th, 1856"", which has the following provision information: ""New York: Foreign Missionary Society, 1856"". This work is about: ""Bible. N.T. Mark XVI, 15--Sermons"".","1001 $aHogarth, William.","Hogarth, William",Contributor,"Missions a natural growth from Christianity: a sermon delivered before the Foreign Missionary Society of New-York and Brooklyn, April 6th, 1856",by William Hogarth,"New York: Foreign Missionary Society, 1856","Bible. N.T. Mark XVI, 15--Sermons",,,4144637,4144637#Agent100-11,"Religion, Theology, and Spirituality",False,0.9999997615814209,"Humanities, Thought, and Interpretation"
129.0,"""Baxter, Richard, 1615-1691"" had the role of ""Contributor"" in relation to the work ""The saints' everlasting rest: or, A treatise of the blessed state of the saints, in their enjoyment of God in glory: Extracted from the works of Mr. Richard Baxter, by John Wesley ..."", which has the following provision information: ""New-York: G. Lane & P.P. Sandford, for the Methodist Episcopal Church, 1843"". This work is about: ""Great Britain--History"".","1001 $aBaxter, Richard,$d1615-1691.","Baxter, Richard, 1615-1691",Contributor,"The saints' everlasting rest: or, A treatise of the blessed state of the saints, in their enjoyment of God in glory: Extracted from the works of Mr. Richard Baxter, by John Wesley ...",,"New-York: G. Lane & P.P. Sandford, for the Methodist Episcopal Church, 1843",Great Britain--History,,,4116169,4116169#Agent100-15,"Religion, Theology, and Spirituality",False,0.9999998807907104,"Humanities, Thought, and Interpretation"
129.0,"""Baxter, Richard, 1615-1691"" had the role of ""Contributor"" in relation to the work ""The Worcester-shire petition to the Parliament for the ministry of England defended"", which has the following provision information: ""London: Printed for T. Underhill [etc.], 1653"". This work is about: ""Buttivant, Samuel. Brief discovery of a thresfold estate of Anti-Christ; Brit Tracts--1653"".","1001 $aBaxter, Richard,$d1615-1691.","Baxter, Richard, 1615-1691",Contributor,The Worcester-shire petition to the Parliament for the ministry of England defended,"by a minister of Christ in that county; in answer to XVI queries, printed in a book, called, A brief discovery of the threefold estate of Antichrist: whereunto is added, XVII. counter-queries, and an humble monition to Parliament, people, and ministers.","London: Printed for T. Underhill [etc.], 1653","Buttivant, Samuel. Brief discovery of a thresfold estate of Anti-Christ; Brit Tracts--1653",,,3161804,3161804#Agent100-10,"Religion, Theology, and Spirituality",False,0.9999973773956299,"Humanities, Thought, and Interpretation"
153.0,"""Faulkner, William, 1897-1962"" had the role of ""Subject"" in relation to the work ""Reading Faulkner"", which has the following provision information: ""Jackson: University Press of Mississippi, c1995"". This work is about: ""Faulkner, William, 1897-1962. Unvanquished; Faulkner, William, 1897-1962--Language--Glossaries, etc"".","60010$aFaulkner, William,$d1897-1962.$tUnvanquished","Faulkner, William, 1897-1962",Subject,Reading Faulkner,by James C. Hinkle and Robert McCoy,"Jackson: University Press of Mississippi, c1995","Faulkner, William, 1897-1962. Unvanquished; Faulkner, William, 1897-1962--Language--Glossaries, etc",,,3852936,3852936#Agent600-22,Literature and Narrative Arts,False,0.9999997615814209,"Arts, Culture, and Creative Expression"
153.0,"""Faulkner, William, 1897-1962"" had the role of ""Subject"" in relation to the work ""Reading Faulkner"", which has the following provision information: ""Jackson: University Press of Mississippi, c1995"". This work is about: ""Faulkner, William, 1897-1962. Unvanquished; Faulkner, William, 1897-1962--Language--Glossaries, etc"".","60010$aFaulkner, William,$d1897-1962","Faulkner, William, 1897-1962",Subject,Reading Faulkner,by James C. Hinkle and Robert McCoy,"Jackson: University Press of Mississippi, c1995","Faulkner, William, 1897-1962. Unvanquished; Faulkner, William, 1897-1962--Language--Glossaries, etc",,,3852936,3852936#Agent600-23,Literature and Narrative Arts,False,0.9999997615814209,"Arts, Culture, and Creative Expression"
